,journal,title,ISSN,DOI,authors,affilations,date,pages,abstract,raw_url,keywords
152,International Journal of Fluid Power,Geometry of Ball Seat Valves,2332-1180,10.13052/ijfp1439-9776.2222,"['Felix Fischer', 'Niklas Bauer', 'Hubertus Murrenhoff', 'Katharina Schmitz']","['RWTH-Aachen University, Institute for Fluid Power Drives and Systems (IFAS), Aachen, Germany', 'RWTH-Aachen University, Institute for Fluid Power Drives and Systems (IFAS), Aachen, Germany', 'RWTH-Aachen University, Institute for Fluid Power Drives and Systems (IFAS), Aachen, Germany', 'WTH-Aachen University, Institute for Fluid Power Drives and Systems (IFAS), Aachen, Germany']",2021-05-31,173–198,"The macroscopic geometry of ball seat valves is important for the quality of the seal. This works discusses the influence of different geometric properties on the contact area, the contact pressure and their relation to the leakage. The leakage is calculated using the results of finite element method (FEM) calculations and Persson’s percolation based method. The following properties of the seat are examined: the angle, the curvature and the eccentricity.",https://journals.riverpublishers.com/index.php/IJFP/article/view/5975,"['Ball seat valve', 'contact', 'FEM', 'leakage', 'sealing']"
153,International Journal of Fluid Power,A novel hydromechanical hybrid motion system for construction machines,2332-1180,10.1080/14399776.2016.1210423,"['Karl Pettersson', 'Kim Heybroek', 'Petter Krus']","['Driveline Systems, Volvo Construction Equipment, Eskilstuna, Sweden', 'Emerging Technologies, Volvo Construction Equipment, Eskilstuna, Sweden', 'Department of Management and Engineering, Linköping University, Linköping, Sweden']",2018-03-01,17-28,"This paper deals with a novel type of hybrid motion system for construction machines based on a common pressure rail shared between a hydromechanical power-split transmission and secondary controlled work hydraulics. A construction machine with driveline and work functions is a complex coupled motion system and the design of an effective hybrid system needs to take both subsystems into account. Studies on energy efficient hybrid systems for construction machines have hitherto principally focused on one subsystem at a time – work hydraulics or driveline. The paper demonstrates a use case with a specific transmission concept proposal for a medium-sized wheel loader. The system is modelled and simulated using an optimal energy management strategy based on dynamic programming. The results show the benefits of a throttle-free bidirectional link between the machine’s subsystems and the energy storage, while taking advantage of the complex power flows of the power-split transmission.,",https://journals.riverpublishers.com/index.php/IJFP/article/view/161,"['Hydraulic hybrid', 'powersplit', 'secondary control', 'wheel loader']"
154,International Journal of Fluid Power,Dielectric spectroscopic sensor for particle contaminant detection in hydraulic fluids,2332-1180,10.1080/14399776.2016.1210422,"['Safal Kshetri', 'Brian L. Steward', 'Stuart J. Birrell']","['Agricultural and Biosystems Engineering, Iowa State University, Ames, IA, USA', 'Agricultural and Biosystems Engineering, Iowa State University, Ames, IA, USA', 'Agricultural and Biosystems Engineering, Iowa State University, Ames, IA, USA']",2018-12-23,29-37,"A practical contaminant sensor was developed that used dielectric spectroscopy to estimate levels of particles in hydraulic fluids. This dielectric sensor was designed for installation on off-highway vehicles to provide on-line estimates of hydraulic fluid cleanliness. Tests were performed using iron powder and ISO test dust as hydraulic fluid contaminants to investigate the performance of the sensor. An eight-channel particle counter was used for calibration of the dielectric sensor. Partial least squares regression models were developed to investigate the relationship between dielectric spectra and contaminant particle counts. The root mean square error of calibration (RMSEC) and root mean square error of cross validation (RMSECV) for the sensor with a central rod diameter of 6.35 mm were 1.1 and 1.39 of adjusted ISO fluid cleanliness codes, respectively, for iron powder. For a 17.7 mm diameter central rod, the respective RMSEC and RMSECV values were 0.62 and 0.83 for iron powder, and 1.29 and 1.48 for ISO test dust. The hydraulic fluid cleanliness level relative to particular particle contaminants can be determined by continuously monitoring fluid properties. The sensor shows good potential for estimating the cleanliness level of hydraulic fluid in the context of particle contaminants.",https://journals.riverpublishers.com/index.php/IJFP/article/view/162,"['Dielectric sensor', 'dielectric spectroscopy', 'ISO 4406 fluid cleanliness code', 'particle contaminants']"
155,International Journal of Fluid Power,An Adaptive Robust Controller for Hydraulic Robotic Manipulators with a Flow-Mapping Compensator,2332-1180,10.13052/ijfp1439-9776.2225,"['Fu Zhang', 'Junhui Zhang', 'Bing Xu', 'Huaizhi Zong']","['State Key Laboratory of Fluid Power & Mechatronic Systems, Zhejiang University, Hangzhou, 310027, China', 'State Key Laboratory of Fluid Power & Mechatronic Systems, Zhejiang University, Hangzhou, 310027, China', 'State Key Laboratory of Fluid Power & Mechatronic Systems, Zhejiang University, Hangzhou, 310027, China', 'State Key Laboratory of Fluid Power & Mechatronic Systems, Zhejiang University, Hangzhou, 310027, China']",2021-05-31,259–276,"Proportional directional control valves have flexible control functions for the control of various hydraulic manipulators. It is foreseeable that the application of proportional directional control valves will be further expanded. However, due to its own structure, its important parameter, flow gain, is complex, and it has a complex functional relationship with valve opening and temperature. The variable flow gain reduces the performance of a strictly derived nonlinear controller. Therefore, it is necessary to consider the nonlinearity of flow gain in the controller design. In order to solve the above problems, this paper proposes an adaptive robust controller for a hydraulic manipulator with a flow-mapping compensator, which takes into account the nonlinear flow gain and improves the performance of the nonlinear controller. First, we established an adaptive robust controller of the hydraulic manipulator to obtain the load flow of the control input valve. Then, the function of flow gain, input voltage, and temperature are calibrated offline using cubic polynomial, and the flow-mapping compensator is obtained. Finally, we calculate the input voltage based on the flow-mapping compensator and load flow. The flow-mapping compensator further reduces the uncertainty of the model and improves the robustness of the system. By using the proposed controller, the control accuracy of the hydraulic manipulator is significantly improved.",https://journals.riverpublishers.com/index.php/IJFP/article/view/5959,"['Hydraulic manipulators', 'nonlinear control', 'motion control.']"
156,International Journal of Fluid Power,ANALYSIS AND OPTIMIZATION OF A TWO-WAY VALVE USING RESPONSE SURFACE METHODOLOGY,2332-1180,,"['Andrea Vacca', 'Matteo Cerutti']","['Industrial Engineering Department – University of Parma, Italy', 'Industrial Engineering Department – University of Parma, Italy']",2007-11-01,43-57,"This paper describes the use of a numerical procedure developed by the authors for the analysis and optimization of hydraulic components. The element taken as reference is a two-way priority spool valve, typically utilized in steering systems with a load sensing control strategy in the presence of other actuators. The valve’s purpose is to control the primary port flow rate, the exceeding flow being discharged to the secondary output port. The optimization algorithm is based on Response Surface Methodology techniques, adopting the path search method known as Steepest Descent. For this purpose, the component’s behaviour is analytically described by means of a properly defined objective function. The procedure approximates this objective function with a simple model whose coefficients are evaluated using an AMESim® model of the valve, previously verified using test results. The simulations required to find the fitting model are planned using Design Of Experiments (DOE) methods. Because of the large number of factors characterizing valve design a preliminary analysis (screening) based on DOE algorithms was performed in order to identify the parameters which significantly influence valve behaviour. This allows the important factors to be considered for the optimization phase. The entire numerical procedure was implemented through MATLAB® scripts which automatically execute the AMESIM® simulations to perform the screening analysis or optimization. Considering a configuration pertinent to a stock version of the valve as starting point of the procedure, the paper proposes an optimal configuration. Experimental investigations performed on a prototype reveal the improved performance achieved with the proposed design in comparison with the behaviour observed in different stock versions of the valve, highlighting the potential of the optimization procedure developed. Moreover, the results presented in the paper illustrate how the procedure can also be utilized to perform other analyses of component behaviour, for example, proving, useful guidelines for the definition of dimensional tolerances.",https://journals.riverpublishers.com/index.php/IJFP/article/view/537,"['hydraulic valves', 'priority valves', 'flow divider valves', 'optimization', 'design of experiments', 'response surface methodology']"
157,International Journal of Fluid Power,Digital Hydraulic Technology for Linear Actuation: A State of the Art Review,2332-1180,10.13052/ijfp1439-9776.2125,"['Viktor Hristov  Donkov', 'Torben Andersen', 'Matti Linjama', 'Morten Ebbesen']","['Aalborg University', 'Aalborg University', 'Tampere University, Tampere, Finland', 'University of Agder, Grimstad, Norway']",2020-12-04,263–304,"This paper analyses the current state of the art in linear actuation with digital hydraulics. Based on the differences in their aims the paper partitions the area into four actuation concepts&nbsp;– parallel valve solutions, single switching valve solutions, multi-chamber cylinders, and multi-pressure cylinders. The concepts are evaluated based on accuracy and smoothness of motion, switching load, reliability, efficiency and the number of components required.",https://journals.riverpublishers.com/index.php/IJFP/article/view/3021,"['State of the art', 'Digital hydraulics', 'Switching Valves', 'Multi-chamber cylinders']"
158,International Journal of Fluid Power,Analysis of Self-oscillating Single-acting Hydro-impact System Operational Modes with Two Limiters of Striker Movement,2332-1180,10.13052/ijfp1439-9776.2023,['Leonid V. Gorodilov'],"['N.A. Chinakal Institute of Mining, Siberian Branch, Russian Academy of Sciences, Krasnyi pr. 54, Novosibirsk, 630091 Russia']",2019-11-20,209–224,"A new property of self-oscillating single-acting hydro-impact systems is considered in this paper – an ability to make strikes in forward and backward directions in presence of two limiters of striker movement without structural changes in device. Mathematical models are presented for system, which includes a flow rate source, a control valve, an impact unit (body frame, striker and spring), an energy accumulator and two limiters. Program for system operational modes (op-modes) simulation is developed and dynamics of specific typical device is numerically investigated. Theoretical oscillograms of its dynamic characteristics and dependencies of integral characteristics on source and impact device parameters are analyzed. At low flow rate multiimpact self-oscillating cycles are obtained, in which the nature of dynamics phenomenon repeats after several striker-limiters interactions. Increase of flow rate leads to single-impact working mode with forward direction of striker movement, then to transition to double-impact mode with forward and backward directions and, further, to single-impact mode with backward direction. Transition boundary points, in which system op-modes changes, are found. Results of this paper can be applied in development of reversible hydro-impact devices (with impacts in forward and backward directions) for mining and construction engineering.",https://journals.riverpublishers.com/index.php/IJFP/article/view/1127,"['hydro-impact system', 'reversing mode', 'strike power']"
159,International Journal of Fluid Power,Analysis on the Steady-state Performance and Losses of a Bent-axis Type Hydraulic Motor Used in Heavy Earth Moving Machinery,2332-1180,10.13052/ijfp1439-9776.2231,"['Ajit Kumar Pandey', 'Amit Kumar', 'Nitish Kumar']","['Department of Mechanical Engineering, National Institute of Technology, Patna, Bihar, India', 'Department of Mechanical Engineering, National Institute of Technology, Patna, Bihar, India', 'Department of Mechanical Engineering, National Institute of Technology, Patna, Bihar, India']",2021-07-10,293–330,"Hydraulic components play a significant role in the mining and construction equipment. It is responsible for smooth change in the output speed, torque, and power of the machine. The hydrostatic drive powered by a constant speed electric motor is widely used in the propel system of the mining equipment. Regulation of the displacements of the pump and the hydro-motor of the drive facilitates the control of the straight running and steering of the machines.
In the present scenario, better efficiency and ease of control are the critical aspects to be considered in the design and selection of the hydraulic pump and motor used in underground mining operations. The bent axis hydro-motor is one such equipment that is an electro-hydraulic component that can work in an adverse working environment.
The present study deals with the performance analysis of fixed displacement bent axis hydro-motor at different operating parameters such as different temperatures, sizes, viscosity at different loads, and drive speed. For analysis, the hydraulic drive consists of a variable displacement pump rotated by a constant speed electric motor and a fixed displacement hydro-motor. The regulation of the pump displacement controls the speed of the drive. Manually controlled hydrostatic drive propels the said machine against variable load demands. The present work investigates the performances of the hydro-motor used in the mining and construction machine through detailed modeling and experimentations. The steady-state performances are analyzed in terms of slip, torque losses and efficiency of the hydro-motor. The study finds the design guideline to operate the hydrostatic drive using such motors in a reasonable efficiency zone.
The model is validated for various operating conditions of the equipment by comparing the predicted results with the test results. The outcome of the present work will be expedient for the preliminary design and assortment of similar hydraulic component used in the mobile, mining equipment.",https://journals.riverpublishers.com/index.php/IJFP/article/view/6381,"['Bent axis hydro-motor, Flow-loss, Torque-loss, Hydraulic oil temperature, Overall efficiency']"
160,International Journal of Fluid Power,Virtual Design and Analysis of the Balancing Element of an External Gear Machine Considering Cavitation and Mixed Lubrication Effects,2332-1180,10.13052/ijfp1439-9776.2414,"['Thomas  Ransegnola', 'Andrea  Vacca']","['Maha Fluid Power Research Center, Purdue University, West Lafayette, IN USA', 'Maha Fluid Power Research Center, Purdue University, West Lafayette, IN USA']",2023-01-17,77–98,"This paper presents a simulation based approach for sizing the axial balance elements of a pressure compensated external gear machine. The reference hydraulic unit must be able to guarantee operation in two quadrants, as either a pump or a motor. It also needs to operate in a wide operating range of speed and pressure, as it is to be used as primary hydraulic unit for an electro-hydraulic actuator (EHA). The design procedure builds upon past work at the author’s center, but it extends it to the case of multiple quadrant units. Also, a unique method for modeling of both mixed lubrication and cavitation that might occur in the lubricating film is used. After describing the design procedure, the paper discusses the features of the balancing of a reference unit, along with the effects of both cavitation and mixed lubrication.",https://journals.riverpublishers.com/index.php/IJFP/article/view/19661,"['External gear machines', 'lubricating interface design', 'cavitation', 'mixed lubrication']"
161,International Journal of Fluid Power,Improved sizing of hydraulic servo-drives through inverse simulation approach using Modelica and modified OpenHydraulics library,2332-1180,10.1080/14399776.2015.1107386,"['Joseph Saad', 'Matthias Liermann']","['Department of Mechanical Engineering, American University of Beirut, Beirut, Lebanon.', 'Department of Mechanical Engineering, American University of Beirut, Beirut, Lebanon.']",2015-11-01,163-177,"The inverse dynamic simulation allows a designer to test the dynamic performance of a closed loop controlled drive without the need to parametrize a feedback controller. Equation based object oriented modeling languages such as Modelica are suitable to build models that can be simulated both, in a forward or inverse fashion. The same model can be used to simulate either in forward fashion or inversely, depending purely on which boundary conditions are specified. To evaluate the usefulness and limitations of the inverse simulation approach for the sizing of a hydraulic servo drive, an open source Modelica library OpenHydraulics is modified to enable inverse simulation. The library is then used for a case study about the sizing of a valve/cylinder hydraulic servo-drive. The inverse simulation supports an intuitive, iterative design approach towards the sizing problem of closed loop controlled drives, such as hydraulic or electric servo drives. The designer can change the size of system components and at any time assess the drive’s efficiency for a typical loading cycle without the need to implement feedback control. It is shown in a test case of an existing hydraulic servo drive of a tooling machine, how changes in design parameters can be instructed through using the inverse simulation approach. In this case, the energy losses could be decreased by 69 %.",https://journals.riverpublishers.com/index.php/IJFP/article/view/187,"['Inverse simulation', 'inverse dynamics', 'fluid power', 'design', 'Modelica', 'hydraulic servo-drive', 'efficiency', 'simulation', 'equation based modeling', 'design optimization', 'gear hobbing machine', 'sizing problem']"
162,International Journal of Fluid Power,JAMMED ON/OFF VALVE FAULT COMPENSATION WITH DISTRIBUTED DIGITAL VALVE SYSTEM,2332-1180,,"['Lauri Siivonen', 'Matti Linjama', 'Mikko Huova', 'Matti Vilenius']","['Tuotekehitys Oy Tamlink, Hermiankatu 5, 33720 Tampere, Finland', 'Tampere University of Technology - Department of Intelligent Hydraulics and Automation, Korkeakoulunkatu 6, 33720 Tampere, Finland', 'Tampere University of Technology - Department of Intelligent Hydraulics and Automation, Korkeakoulunkatu 6, 33720 Tampere, Finland', 'Tampere University of Technology - Department of Intelligent Hydraulics and Automation, Korkeakoulunkatu 6, 33720 Tampere, Finland']",2009-08-01,73-82,"The digital valve system is an on/off valve based directional flow control valve capable of accurate control of hydraulic actuators. The presented system has good features concerning fault tolerance since it can detect, diagnose and compensate faults on-line. This paper concentrates on fault compensation when a valve has jammed in the open – position and the system has internal leakage. The system can adapt to the fault and continue operation with only a small degradation in performance. This feature is unique in the area of hydraulics since the system has no extra components added. The cost for this compensation is increased calculation in the controller and increased energy consumption if a fault occurs. If these downsides can be accepted the system can be considered fault-tolerant and it could be used even in critical applications where failing is not an option. Fault tolerance can also be introduced as standard in every modern hydraulic application where good performance and fault tolerance are needed.",https://journals.riverpublishers.com/index.php/IJFP/article/view/501,"['digital hydraulics', 'valve faults', 'compensation']"
163,Journal of Web Engineering,Model-Driven Integration Testing of Hypermedia Systems,1544-5976,,"['Henry Vu', 'Tobias Fertig', 'Peter Braun']","['PENTASYS AG, Rüdesheimer Str. 9, 80686 Munich, Germany  University of Applied Sciences Würzburg-Schweinfurt, Würzburg, Germany', 'PENTASYS AG, Rüdesheimer Str. 9, 80686 Munich, Germany  University of Applied Sciences Würzburg-Schweinfurt, Würzburg, Germany', 'PENTASYS AG, Rüdesheimer Str. 9, 80686 Munich, Germany  University of Applied Sciences Würzburg-Schweinfurt, Würzburg, Germany']",2019,,"The proper design of Representational State Transfer (REST) APIs is not trivial because developers have to deal with a flood of recommendations and best practices, especially the proper application of the hypermedia constraint requires some decent experience. Furthermore, testing RESTful APIs is a missing topic within literature. Especially hypermedia testing is not mentioned at all. Manual hypermedia testing is time-consuming and hard to maintain. Testing a hypermedia API requires many test cases that have similar structure, especially when different user roles and error cases are considered. In order to tackle this problem, we proposed a Model-Driven Testing (MDT) approach for hypermedia systems using the metamodel within our existing Model Driven Software Development (MDSD) approach. This work discusses challenges and results of hypermedia testing for RESTful APIs using MDT techniques that were discovered within our research. MDT allows white-box testing, hence covering complete program structure and behavior of the generated application. By doing this, we are able to achieve a high automated test coverage. Moreover, any runtime behavior deviated from the metamodel reveals bugs within the generators.",https://journals.riverpublishers.com/index.php/JWE/article/view/3155,"['REST', 'Integration Testing', 'RESTful API', 'Hypermedia Testing', 'MDSD', 'MDE', 'MDT', 'Model-Driven Testing']"
164,International Journal of Fluid Power,A NEW EFFICIENCY INDEX FOR ANALYSING AND MINIMIZING ENERGY CONSUMPTION IN PNEUMATIC SYSTEMS,2332-1180,,"['Jyrki Parkkinen', 'Kai Zenger']","['Helsinki University of Technology, Department of Automation and SystemsTechnology, P.O. Box 5500 (Otaniementie 17), FIN-02015 TKK, Espoo, Finland', 'Helsinki University of Technology, Department of Automation and SystemsTechnology, P.O. Box 5500 (Otaniementie 17), FIN-02015 TKK, Espoo, Finland']",2008-03-01,45-52,"In pneumatic systems the consumption of electrical energy depends almost linearly on the production of compressed air. Hence, the operation of the pneumatic line in any application plant has an enormous effect on the overall energy efficiency. In analysis the compressed air system can be divided into three subsystems: production, after treatment (storage and transmission) and consumption. These systems interact with each other and strongly affect overall system energy requirements. Starting from the dynamical models of the subsystems a new generic energy efficiency index (CAindex) is introduced in the paper. It can be used both in one compressor and multi-compressor systems. The fact that the consumption of compressed air may be either pressure dependent or pressure independent is taken into account in the basic equations and in the energy efficiency index. The maximization of the index is carried out by defining and solving a mathematical optimization problem, which then gives the best possible operation policy of the pneumatic line.",https://journals.riverpublishers.com/index.php/IJFP/article/view/532,"['compressor', 'energy efficiency', 'CA index', 'pneumatic systems', 'compressed air', 'dynamic model', 'optimization']"
165,International Journal of Fluid Power,CASCADE CONTROL OF HYDRAULICALLY DRIVEN MANIPULATORS WITH FRICTION COMPENSATION,2332-1180,,"['Antonio Carlos Valdiero', 'Raul Guenther', 'Edson Roberto De Pieri', 'Victor Juliano De Negri']","['Regional University of Northwestern Rio Grande do Sul State (UNIJUÍ), DETEC, Panambi, 98280-000 RS, Brazil', 'Federal University of Santa Catarina (UFSC), EMC/CTC, Florianópolis, 88040-900 SC, Brazil', 'Federal University of Santa Catarina (UFSC), DAS/CTC, Florianópolis, 88040-900 SC, Brazil', 'Federal University of Santa Catarina (UFSC), EMC/CTC, Florianópolis, 88040-900 SC, Brazil']",2007-08-01,7-16,"This paper addresses the control of hydraulically driven manipulators with friction compensation. A cascade control strategy combined with a friction observer based on the Lugre friction model and including stiction effects is used and the convergence properties of the closed loop system are established using the Lyapunov method. This controller design and analysis are the new contributions of the paper. The theoretical analysis resulted in practical rules to tune the controller gains in order to guarantee its stability and the convergence of all the tracking errors, including the friction observer errors. An experimental implementation outlines the controller design details and illustrates the main features of the proposed strategy.",https://journals.riverpublishers.com/index.php/IJFP/article/view/543,"['hydraulically driven manipulators', 'cascade control', 'friction compensation', 'lyapunov based design']"
166,International Journal of Fluid Power,Review on electro hydrostatic actuator for flight control,2332-1180,10.1080/14399776.2016.1169743,"['Navatha Alle', 'Somashekhar S. Hiremath', 'Singaperumal Makaram', 'Karunanidhi Subramaniam', 'Apratim Talukdar']","['Research Centre Imarat, Hyderabad, India', 'Department of Mechanical Engineering, Indian Institute of Technology Madras, Chennai, India', 'Department of Mechanical Engineering, Indian Institute of Technology Madras, Chennai, India', 'Research Centre Imarat, Hyderabad, India', 'Research Centre Imarat, Hyderabad, India']",2016-08-01,125-145,"Electro Hydrostatic Actuator (EHA) is an emerging aerospace technology that aims at replacing centralised hydraulic system by a self-contained and localised direct drive actuator system. EHA has become an important part of modern flight control systems due to the increased efficiency, reduced leakages and lower overall weight compared to conventional hydraulic systems. This paper reviews literature (in English language only) published in the period 1990 to 2015 and available at major technical university libraries or e-journals. It examines the advantages, limitations and possible configurations of the EHA. The paper also includes control strategies, reliability and fault tolerant techniques along with the thermal aspects of the EHA system. EHA is a multi-domain system consisting of electrical, mechanical, hydraulic and control system. It is treated as a mechatronic system and review of publications related to multi-disciplinary modelling/simulation approaches have been presented in the paper. The various issues in design optimisation of EHA for flight application are elaborated. The review concludes by summarising the scope for further research in the area of redundancy strategies and approaches for integrated vehicle health management.",https://journals.riverpublishers.com/index.php/IJFP/article/view/174,"['Electro hydrostatic actuators', 'fault tolerant system', 'multidisciplinary modelling', 'centralised hydraulic system', 'flight control']"
167,International Journal of Fluid Power,Numerical Investigation of the Influence of Part Geometric Tolerances on Piston/Cylinder Interface Performance,2332-1180,10.13052/ijfp1439-9776.2334,"['Shanmukh  Sarode', 'Lizhi  Shang', 'Andrea  Vacca']","['Maha Fluid Power Research Center, Purdue University, Lafayette, Indiana 47905, USA', 'Maha Fluid Power Research Center, Purdue University, Lafayette, Indiana 47905, USA', 'Maha Fluid Power Research Center, Purdue University, Lafayette, Indiana 47905, USA']",2022-09-12,343–362,"Manufacturing errors are inevitable in hydraulic machines. The manufactured geometry of solid parts directly governs the performance of these machines. This paper reports an extensive simulation study for manufactured inaccuracies on the performance of the piston/cylinder interface of an axial piston machine using the state-of-the-art simulation tool. The performance of swashplate type axial piston machines is characterized mainly by the three lubricating interfaces including the cylinder block/valve plate, slipper/swashplate and piston/cylinder interface. Among the three lubricating interfaces, the piston/cylinder interface is more sensitive to manufacturing inaccuracies such as roundness and conicity of the solid parts as well as the precision and accuracy of the manufactured nominal diameters of the solid parts. This is because the manufactured geometry of the cylinder bore, and the piston directly affects the height and the shape of the lubricating gap of the piston/cylinder interface. Therefore, the manufacturing form deviations of the solid parts directly affects the viscous friction, leakage flow, wear process and lifetime of such lubricating interfaces. The fully coupled fluid structure thermal interaction model can predict the energy dissipation, viscous friction, leakage flow and the gap height considering the geometry of the solid parts.",https://journals.riverpublishers.com/index.php/IJFP/article/view/18567,"['Axial piston machines', 'piston/cylinder interface', 'manufacturing errors', 'manufacturing tolerance']"
168,International Journal of Fluid Power,Fluid Stiction From a Contact Condition,2332-1180,10.13052/ijfp1439-9776.2232,"['Remzija Ćerimagić', 'Per Johansen', 'Torben Ole Andersen', 'Rudolf Scheidl']","['Fluid Power and Mechatronic Systems, Department of Energy Technology, Aalborg University, 9220 Aalborg East, Denmark', 'Fluid Power and Mechatronic Systems, Department of Energy Technology, Aalborg University, 9220 Aalborg East, Denmark', 'Fluid Power and Mechatronic Systems, Department of Energy Technology, Aalborg University, 9220 Aalborg East, Denmark', 'Institute of Machine Design and Hydraulic Drives, Johannes Kepler University Linz, Linz, OberÖsterreich, Austria']",2021-07-10,331–356,"This paper considers modeling of fluid stiction between two separating plates that start from a mechanical contact condition. Published experimental work on initially contacting plates showed significant variations in stiction force peak values. In order to describe the observed strong force variations with mathematical models, the models should be quite sensitive to some of the input parameters of the stiction problem. The model in this paper assumes that small air bubbles are entrapped between the contact areas of the asperity peaks and that the fluid film flow between the cavitation bubbles is guided by Reynolds equation. The proposed model exhibits high sensitivity to initial bubble size and initial contact force compared to state-of-the art models. A delay of about 1 ms in the simulated stiction force evolution and the experiments was found. Potential causes for this discrepancy are discussed at the end of this paper and an outlook to future work, which can reduce the discrepancy between the model and experimental results is given.",https://journals.riverpublishers.com/index.php/IJFP/article/view/5729,"['Stiction', 'Fluid films', 'Surface roughness', 'Cavitation', 'Reynolds equation']"
169,International Journal of Fluid Power,A Study on Trajectory Control System of Hydraulic Excavators Based on Multi-Domain Physical Model*,2332-1180,10.13052/ijfp1439-9776.2337,"['Zhen  Zhang', 'Jingming  Zhang', 'Nianning  Luo']","['School of Automotive Engineering, Harbin Institute of Technology, Weihai, China', 'School of Automotive Engineering, Harbin Institute of Technology, Weihai, China', 'School of Automotive Engineering, Harbin Institute of Technology, Weihai, China']",2022-09-12,395–410,"Hydraulic excavators are complex mechatronics construction machinery with characteristics of multidiscipline intersection and multi-domain close coupling. To analyze the comprehensive property of its trajectory control system, a method of multi-system hybrid modeling and simulation based on MATLAB is proposed and described. In this paper, the multi-domain physical model of a medium-sized hydraulic excavator is established. The considered model is mainly comprised of four other subsystems: a machine system, a hydraulic system, a trajectory control system and a sensor system. Moreover, a fuzzy neural network (FNN) PID strategy is introduced to the trajectory control system to guarantee the accuracy of automatic operation. On the basis of the multi-domain physical model, typical simulation experiments for working patterns were performed to validate the performance of the FNNPID controller. Comparison results demonstrate that the precision and velocity response of the FNNPID controller is better than that of the PID with traditional algorithm. The tracking errors of the boom, the arm, the bucket and the swing are decreased by 3∘, 3.2∘, 5.5∘ and 7.5∘, respectively. Establishment of the multi-domain physical model offers technical means for optimization design and rapid modeling of the complex electromechanical system.",https://journals.riverpublishers.com/index.php/IJFP/article/view/18573,"['Hydraulic excavator', 'trajectory control', 'multi-domain physical model', 'FNNPID']"
170,International Journal of Fluid Power,EXPERIMENTAL INVESTIGATION OF FRICTION FORCE BETWEEN VANE TIP AND CAM-RING IN OIL VANE PUMPS,2332-1180,,"['Mohamed El Ashmawy', 'Hubertus Murrenhoff']","['Suez Canal University, Engineering Science Department, Faculty of Petroleum and Mining Engineering, Suez, Egypt', 'RWTH Aachen University, Institute for Fluid Power Drives and Controls, Steinbachstr. 53, 52074 Aachen, Germany']",2009-11-01,37-46,"An experimental investigation was conducted to measure the friction forces between a vane tip and cam-ring in oil vane pumps. The incentive of this work is to study the effect of important parameters on the friction coefficient between a vane tip and cam-ring. Such parameters are relative speed between the vane tip and cam-ring, normal vane force, pressure difference between the two sides of the vane, and coating of the vane tip. A comparison was performed between five different (Physical Vapor Deposition) PVD-coated vane tips and the normal vane without coating. To satisfy such requirements a special test rig was designed and constructed in the lab. The results show that the effect of the vane force and the pressure difference between the two sides of the vane are very small compared to the relative speed. The coating material shows no significant effect on the friction force in vane pumps. Therefore the wear properties of the coating materials should be considered in future studies. For friction measurements in oil vane pumps a simple test rig design with no pressure difference between the two sides of the vane is proposed.",https://journals.riverpublishers.com/index.php/IJFP/article/view/506,"['vane pump', 'friction', 'PVD', 'hydraulic', 'power steering', 'coating']"
171,Journal of Web Engineering,A Semantic Web Approach to Enable a Smart Route to Historical Archives,1544-5976,,"['Annamaria Goy', 'Diego Magro', 'Alessandro Baldo']","['Dipartimento di Informatica, Università di Torino, Turin, Italy', 'Dipartimento di Informatica, Università di Torino, Turin, Italy ', 'Dipartimento di Informatica, Università di Torino, Turin, Italy']",2019,,"In this paper we show that an ontology-based approach can be beneficial for enhancing the access to cultural resources, and in particular historical documents. The paper starts with an overview of our approach, aimed at providing online archival systems with a semantic layer based on Semantic Web standards (OWL 2 and RDF). Two projects are introduced, namely Harlock900 and PRiSMHA, carried out in collaboration with local cultural institutions owning rich historical archives. In particular, the paper describes the computational ontologies supporting the approach, and then focuses on two case studies showing that our framework provides better results if compared with standard access systems. The case studies show the enhancement provided by a semantically rich representation of time intervals and a detailed formal description of events and their participants.",https://journals.riverpublishers.com/index.php/JWE/article/view/3149,"['Semantic Web', 'Intelligent Web applications', 'Ontology-driven Web applications', 'Digital Humanities', 'Web-based access to historical archives']"
